order_id,customer_id,order_date
54108,351,2025-04-12
54109,727,2025-05-16
54110,13,2025-12-06
54111,203,2025-07-16
54112,126,2025-06-22
54113,392,2025-10-18
54114,554,2025-04-08
54115,180,2025-03-22
54116,345,2025-12-27
54117,773,2025-10-21
54118,940,2025-06-04
54119,15,2025-12-12
54120,628,2025-05-16
54121,26,2025-09-04
54122,521,2025-01-13
54123,880,2025-09-12
54124,799,2025-03-07
54125,233,2025-03-30
54126,259,2025-10-23
54127,784,2025-03-17
54128,820,2025-06-26
54129,281,2025-12-03
54130,4,2025-12-15
54131,445,2025-06-12
54132,620,2025-01-31
54133,444,2025-04-15
54134,935,2025-08-13
54135,814,2025-05-03
54136,788,2025-09-20
54137,21,2025-12-29
54138,854,2025-08-15
54139,756,2025-08-17
54140,397,2025-07-13
54141,590,2025-03-10
54142,825,2025-07-31
54143,907,2025-12-07
54144,551,2025-09-09
54145,42,2025-10-02
54146,619,2025-11-12
54147,681,2025-05-22
54148,59,2025-05-03
54149,818,2025-12-21
54150,202,2025-06-17
54151,891,2025-09-25
54152,551,2025-08-21
54153,323,2025-02-15
54154,59,2025-04-25
54155,18,2025-04-30
54156,742,2025-03-07
54157,378,2025-10-12
54158,841,2025-12-19
54159,231,2025-12-19
54160,921,2025-03-13
54161,942,2025-06-14
54162,102,2025-03-26
54163,647,2025-01-23
54164,940,2025-08-14
54165,324,2025-11-10
54166,68,2025-01-29
54167,876,2025-08-23
54168,475,2025-01-13
54169,28,2025-11-04
54170,841,2025-01-24
54171,679,2025-06-08
54172,71,2025-02-14
54173,259,2025-05-31
54174,19,2025-06-06
54175,955,2025-07-17
54176,25,2025-10-30
54177,796,2025-12-30
54178,512,2025-05-05
54179,583,2025-12-03
54180,812,2025-06-06
54181,895,2025-02-13
54182,128,2025-08-08
54183,18,2025-09-21
54184,125,2025-04-21
54185,683,2025-08-04
54186,569,2025-06-07
54187,84,2025-02-22
54188,235,2025-05-22
54189,538,2025-06-06
54190,731,2025-05-05
54191,344,2025-12-01
54192,950,2025-05-22
54193,993,2025-08-17
54194,767,2025-01-05
54195,455,2025-04-25
54196,878,2025-11-20
54197,728,2025-11-22
54198,520,2025-12-23
54199,444,2025-01-21
54200,833,2025-11-11
54201,558,2025-04-08
54202,183,2025-01-03
54203,1000,2025-02-03
54204,69,2025-10-02
54205,696,2025-08-05
54206,656,2025-07-29
54207,587,2025-11-18
54208,52,2025-02-04
54209,493,2025-01-31
54210,893,2025-12-07
54211,240,2025-08-10
54212,692,2025-10-11
54213,859,2025-07-11
54214,953,2025-02-23
54215,517,2025-07-10
54216,314,2025-12-18
54217,700,2025-02-12
54218,487,2025-02-16
54219,628,2025-05-07
54220,742,2025-06-15
54221,711,2025-08-18
54222,243,2025-02-28
54223,756,2025-12-07
54224,542,2025-02-24
54225,931,2025-03-15
54226,660,2025-12-20
54227,892,2025-05-18
54228,979,2025-07-28
54229,995,2025-06-08
54230,745,2025-04-05
54231,598,2025-07-04
54232,119,2025-10-11
54233,387,2025-01-05
54234,476,2025-11-16
54235,781,2025-03-09
54236,589,2025-12-01
54237,440,2025-12-18
54238,147,2025-12-07
54239,716,2025-08-26
54240,432,2025-11-27
54241,37,2025-11-10
54242,285,2025-08-22
54243,880,2025-11-22
54244,119,2025-05-06
54245,407,2025-11-01
54246,513,2025-12-04
54247,84,2025-08-20
54248,166,2025-02-14
54249,941,2025-03-20
54250,591,2025-03-03
54251,211,2025-07-14
54252,170,2025-06-08
54253,426,2025-10-29
54254,724,2025-04-14
54255,731,2025-03-02
54256,196,2025-08-13
54257,726,2025-02-20
54258,897,2025-11-27
54259,227,2025-01-30
54260,27,2025-06-29
54261,959,2025-12-13
54262,522,2025-07-22
54263,777,2025-10-23
54264,321,2025-06-04
54265,300,2025-10-03
54266,226,2025-09-16
54267,218,2025-07-07
54268,472,2025-02-06
54269,106,2025-12-21
54270,843,2025-01-18
54271,512,2025-05-11
54272,916,2025-08-23
54273,503,2025-10-08
54274,304,2025-07-15
54275,515,2025-05-27
54276,155,2025-05-29
54277,825,2025-12-23
54278,721,2025-05-02
54279,148,2025-11-08
54280,582,2025-01-19
54281,538,2025-08-29
54282,202,2025-09-06
54283,123,2025-09-04
54284,761,2025-06-03
54285,265,2025-09-10
54286,519,2025-06-12
54287,248,2025-08-05
54288,654,2025-11-23
54289,49,2025-09-03
54290,360,2025-09-27
54291,548,2025-12-20
54292,440,2025-03-22
54293,613,2025-08-03
54294,181,2025-08-28
54295,442,2025-09-11
54296,757,2025-02-18
54297,334,2025-10-05
54298,158,2025-03-12
54299,848,2025-05-30
54300,779,2025-09-18
54301,681,2025-04-07
54302,799,2025-02-15
54303,779,2025-09-04
54304,747,2025-04-13
54305,510,2025-10-29
54306,20,2025-11-24
54307,598,2025-05-08
54308,274,2025-09-27
54309,774,2025-03-23
54310,469,2025-12-06
54311,906,2025-03-31
54312,596,2025-11-18
54313,551,2025-10-15
54314,920,2025-04-25
54315,476,2025-10-28
54316,376,2025-08-19
54317,372,2025-09-02
54318,876,2025-05-19
54319,757,2025-03-27
54320,164,2025-09-12
54321,493,2025-01-20
54322,372,2025-05-08
54323,647,2025-02-21
54324,53,2025-01-01
54325,715,2025-01-03
54326,743,2025-02-04
54327,227,2025-12-09
54328,151,2025-10-09
54329,628,2025-12-28
54330,258,2025-01-31
54331,942,2025-12-31
54332,776,2025-08-07
54333,956,2025-10-17
54334,535,2025-11-10
54335,939,2025-04-06
54336,14,2025-09-28
54337,290,2025-08-25
54338,3,2025-05-31
54339,678,2025-06-29
54340,511,2025-03-18
54341,288,2025-03-09
54342,305,2025-12-03
54343,644,2025-09-25
54344,181,2025-07-26
54345,515,2025-09-11
54346,614,2025-05-28
54347,240,2025-04-02
54348,229,2025-12-10
54349,355,2025-12-28
54350,593,2025-03-20
54351,255,2025-10-20
54352,380,2025-06-11
54353,544,2025-09-16
54354,187,2025-02-09
54355,569,2025-06-25
54356,139,2025-02-15
54357,143,2025-10-25
54358,237,2025-05-26
54359,287,2025-04-07
54360,30,2025-09-13
54361,962,2025-12-15
54362,309,2025-05-04
54363,805,2025-09-19
54364,902,2025-09-09
54365,801,2025-06-28
54366,832,2025-10-21
54367,101,2025-02-16
54368,373,2025-11-17
54369,747,2025-05-28
54370,576,2025-01-17
54371,6,2025-12-28
54372,568,2025-10-10
54373,805,2025-10-25
54374,829,2025-02-23
54375,384,2025-10-01
54376,237,2025-09-12
54377,310,2025-11-26
54378,297,2025-05-16
54379,347,2025-12-05
54380,302,2025-09-16
54381,458,2025-04-03
54382,41,2025-03-20
54383,276,2025-11-26
54384,315,2025-08-24
54385,154,2025-02-13
54386,878,2025-02-15
54387,676,2025-10-30
54388,912,2025-03-03
54389,562,2025-03-21
54390,110,2025-08-13
54391,905,2025-11-12
54392,459,2025-05-03
54393,685,2025-08-31
54394,382,2025-09-14
54395,495,2025-08-08
54396,490,2025-09-08
54397,285,2025-03-25
54398,555,2025-08-15
54399,734,2025-01-02
54400,21,2025-09-24
54401,131,2025-10-17
54402,843,2025-10-17
54403,570,2025-01-11
54404,974,2025-11-29
54405,605,2025-06-08
54406,654,2025-01-30
54407,900,2025-07-15
54408,661,2025-07-28
54409,330,2025-05-27
54410,528,2025-10-01
54411,236,2025-07-18
54412,335,2025-03-21
54413,681,2025-08-15
54414,149,2025-04-07
54415,672,2025-02-13
54416,585,2025-04-08
54417,309,2025-11-27
54418,45,2025-07-28
54419,705,2025-04-26
54420,825,2025-05-14
54421,731,2025-11-10
54422,421,2025-09-01
54423,654,2025-10-10
54424,415,2025-08-11
54425,359,2025-12-29
54426,328,2025-08-28
54427,211,2025-05-27
54428,970,2025-04-03
54429,667,2025-01-17
54430,175,2025-10-08
54431,866,2025-12-07
54432,152,2025-08-31
54433,594,2025-06-27
54434,166,2025-02-17
54435,362,2025-08-24
54436,659,2025-03-15
54437,1000,2025-08-16
54438,992,2025-04-20
54439,896,2025-11-13
54440,236,2025-12-08
54441,94,2025-03-27
54442,906,2025-04-30
54443,924,2025-12-03
54444,279,2025-01-08
54445,20,2025-07-08
54446,648,2025-02-21
54447,77,2025-06-08
54448,41,2025-01-12
54449,938,2025-02-21
54450,496,2025-05-28
54451,113,2025-01-22
54452,655,2025-10-18
54453,370,2025-07-30
54454,537,2025-06-14
54455,899,2025-06-22
54456,238,2025-11-03
54457,647,2025-11-05
54458,829,2025-01-18
54459,424,2025-09-08
54460,971,2025-06-21
54461,449,2025-10-13
54462,460,2025-10-15
54463,885,2025-09-16
54464,636,2025-09-04
54465,869,2025-03-19
54466,791,2025-11-08
54467,713,2025-09-13
54468,242,2025-04-10
54469,399,2025-03-26
54470,865,2025-07-02
54471,617,2025-05-06
54472,281,2025-09-05
54473,328,2025-05-29
54474,776,2025-03-03
54475,179,2025-05-25
54476,113,2025-10-25
54477,766,2025-10-31
54478,289,2025-04-24
54479,766,2025-10-18
54480,534,2025-02-04
54481,998,2025-12-26
54482,525,2025-10-07
54483,868,2025-01-15
54484,851,2025-09-15
54485,212,2025-06-30
54486,997,2025-11-19
54487,746,2025-03-29
54488,108,2025-11-22
54489,7,2025-11-14
54490,272,2025-04-12
54491,17,2025-06-07
54492,358,2025-08-23
54493,997,2025-03-29
54494,479,2025-12-31
54495,24,2025-03-11
54496,494,2025-03-30
54497,220,2025-07-02
54498,857,2025-06-22
54499,91,2025-01-19
54500,771,2025-11-29
54501,446,2025-03-29
54502,19,2025-02-07
54503,674,2025-07-09
54504,456,2025-12-05
54505,772,2025-01-01
54506,619,2025-06-28
54507,788,2025-11-29
54508,461,2025-11-22
54509,8,2025-03-04
54510,131,2025-08-15
54511,459,2025-11-02
54512,398,2025-09-03
54513,795,2025-08-28
54514,412,2025-10-10
54515,861,2025-06-15
54516,188,2025-01-25
54517,385,2025-08-22
54518,757,2025-08-18
54519,125,2025-11-07
54520,322,2025-12-04
54521,752,2025-05-04
54522,589,2025-12-15
54523,779,2025-01-04
54524,516,2025-12-20
54525,860,2025-02-20
54526,878,2025-08-24
54527,975,2025-09-07
54528,123,2025-08-20
54529,592,2025-12-28
54530,115,2025-07-21
54531,229,2025-02-17
54532,301,2025-08-10
54533,647,2025-04-17
54534,432,2025-08-12
54535,865,2025-05-19
54536,299,2025-01-16
54537,618,2025-08-21
54538,764,2025-02-02
54539,981,2025-04-30
54540,246,2025-08-15
54541,734,2025-11-18
54542,85,2025-04-25
54543,544,2025-04-19
54544,414,2025-04-21
54545,959,2025-07-29
54546,774,2025-03-12
54547,928,2025-07-12
54548,851,2025-10-20
54549,411,2025-01-30
54550,734,2025-12-18
54551,31,2025-07-14
54552,558,2025-08-18
54553,48,2025-08-14
54554,725,2025-12-12
54555,967,2025-08-31
54556,682,2025-11-19
54557,840,2025-04-15
54558,235,2025-03-21
54559,994,2025-08-23
54560,551,2025-02-26
54561,675,2025-02-10
54562,771,2025-03-19
54563,640,2025-04-09
54564,318,2025-02-05
54565,612,2025-09-23
54566,654,2025-08-01
54567,858,2025-03-15
54568,482,2025-04-14
54569,502,2025-12-06
54570,504,2025-11-30
54571,115,2025-02-14
54572,91,2025-08-12
54573,21,2025-04-28
54574,667,2025-05-12
54575,419,2025-08-07
54576,866,2025-12-26
54577,703,2025-08-01
54578,142,2025-12-14
54579,101,2025-10-27
54580,367,2025-10-12
54581,921,2025-10-16
54582,49,2025-10-16
54583,188,2025-04-04
54584,30,2025-12-23
54585,414,2025-12-02
54586,990,2025-08-08
54587,684,2025-09-17
54588,494,2025-11-18
54589,145,2025-02-25
54590,356,2025-01-24
54591,525,2025-12-30
54592,275,2025-07-22
54593,706,2025-09-21
54594,981,2025-07-03
54595,206,2025-07-08
54596,253,2025-01-14
54597,127,2025-04-16
54598,726,2025-02-01
54599,462,2025-06-07
54600,284,2025-01-08
54601,220,2025-10-20
54602,71,2025-04-18
54603,477,2025-09-28
54604,684,2025-01-20
54605,236,2025-01-13
54606,2,2025-06-04
54607,474,2025-10-15
54608,676,2025-10-24
54609,345,2025-07-18
54610,251,2025-08-13
54611,155,2025-09-09
54612,747,2025-09-03
54613,862,2025-09-28
54614,770,2025-01-12
54615,519,2025-06-06
54616,725,2025-11-03
54617,397,2025-06-10
54618,25,2025-02-23
54619,368,2025-08-31
54620,704,2025-04-21
54621,648,2025-07-06
54622,991,2025-07-08
54623,998,2025-09-12
54624,243,2025-12-06
54625,10,2025-09-11
54626,275,2025-12-31
54627,877,2025-01-07
54628,814,2025-10-13
54629,99,2025-06-02
54630,161,2025-09-24
54631,564,2025-02-01
54632,661,2025-07-12
54633,983,2025-01-11
54634,756,2025-08-31
54635,212,2025-03-21
54636,38,2025-02-22
54637,634,2025-01-29
54638,554,2025-04-09
54639,922,2025-12-17
54640,576,2025-12-26
54641,502,2025-01-30
54642,304,2025-12-24
54643,87,2025-08-03
54644,877,2025-04-28
54645,827,2025-12-10
54646,163,2025-03-29
54647,704,2025-03-08
54648,365,2025-03-25
54649,438,2025-02-23
54650,849,2025-06-26
54651,843,2025-02-21
54652,191,2025-03-23
54653,308,2025-05-16
54654,822,2025-08-25
54655,917,2025-11-10
54656,80,2025-01-28
54657,834,2025-08-19
54658,490,2025-02-07
54659,591,2025-12-28
54660,76,2025-04-12
54661,681,2025-11-09
54662,678,2025-10-11
54663,663,2025-04-29
54664,791,2025-04-29
54665,947,2025-04-26
54666,850,2025-06-21
54667,745,2025-06-11
54668,982,2025-08-28
54669,675,2025-06-19
54670,673,2025-10-15
54671,543,2025-06-20
54672,770,2025-04-23
54673,72,2025-04-30
54674,506,2025-09-24
54675,426,2025-02-21
54676,913,2025-04-15
54677,73,2025-04-24
54678,644,2025-08-24
54679,185,2025-02-17
54680,884,2025-06-14
54681,852,2025-09-04
54682,236,2025-12-05
54683,872,2025-06-09
54684,497,2025-12-25
54685,972,2025-08-10
54686,730,2025-10-10
54687,35,2025-03-30
54688,203,2025-12-01
54689,404,2025-04-05
54690,212,2025-02-19
54691,133,2025-01-29
54692,979,2025-08-27
54693,870,2025-08-18
54694,435,2025-03-14
54695,216,2025-11-17
54696,182,2025-04-12
54697,916,2025-08-11
54698,332,2025-07-10
54699,13,2025-08-05
54700,398,2025-09-28
54701,455,2025-12-05
54702,624,2025-09-21
54703,339,2025-11-28
54704,924,2025-11-14
54705,644,2025-05-12
54706,987,2025-07-24
54707,368,2025-03-14
54708,652,2025-12-05
54709,366,2025-12-19
54710,700,2025-11-21
54711,746,2025-09-29
54712,322,2025-11-06
54713,938,2025-10-17
54714,858,2025-03-25
54715,895,2025-04-07
54716,218,2025-07-13
54717,718,2025-06-03
54718,107,2025-09-26
54719,106,2025-09-26
54720,974,2025-12-23
54721,153,2025-10-15
54722,865,2025-01-05
54723,431,2025-05-05
54724,304,2025-04-30
54725,74,2025-08-20
54726,676,2025-05-05
54727,722,2025-12-24
54728,468,2025-04-16
54729,810,2025-06-09
54730,324,2025-10-26
54731,552,2025-05-15
54732,287,2025-01-17
54733,583,2025-05-02
54734,137,2025-05-12
54735,477,2025-08-12
54736,550,2025-09-17
54737,557,2025-07-20
54738,447,2025-05-29
54739,644,2025-07-03
54740,513,2025-02-22
54741,284,2025-03-08
54742,216,2025-08-11
54743,648,2025-11-12
54744,939,2025-07-10
54745,754,2025-01-23
54746,639,2025-12-25
54747,922,2025-04-29
54748,900,2025-10-01
54749,507,2025-11-24
54750,110,2025-12-26
54751,635,2025-02-12
54752,623,2025-03-10
54753,278,2025-08-24
54754,850,2025-10-05
54755,870,2025-11-01
54756,331,2025-07-21
54757,477,2025-02-27
54758,196,2025-09-18
54759,179,2025-09-01
54760,266,2025-06-20
54761,366,2025-08-21
54762,273,2025-03-19
54763,152,2025-10-23
54764,448,2025-01-17
54765,624,2025-11-03
54766,326,2025-11-02
54767,534,2025-09-08
54768,272,2025-10-25
54769,704,2025-11-30
54770,649,2025-03-01
54771,961,2025-07-18
54772,54,2025-08-24
54773,854,2025-12-11
54774,341,2025-09-27
54775,67,2025-08-05
54776,690,2025-07-23
54777,172,2025-02-22
54778,176,2025-04-26
54779,980,2025-06-08
54780,221,2025-11-18
54781,548,2025-11-11
54782,201,2025-08-23
54783,124,2025-02-08
54784,1,2025-09-20
54785,17,2025-06-17
54786,474,2025-08-27
54787,435,2025-06-08
54788,39,2025-09-21
54789,350,2025-03-21
54790,273,2025-02-22
54791,572,2025-03-22
54792,995,2025-12-03
54793,692,2025-01-28
54794,919,2025-04-15
54795,193,2025-05-06
54796,216,2025-11-02
54797,751,2025-05-12
54798,311,2025-11-23
54799,849,2025-12-27
54800,464,2025-08-26
54801,201,2025-05-06
54802,845,2025-08-07
54803,551,2025-09-02
54804,803,2025-02-09
54805,453,2025-11-01
54806,127,2025-06-09
54807,682,2025-11-05
54808,125,2025-08-12
54809,664,2025-11-11
54810,417,2025-01-30
54811,792,2025-01-16
54812,871,2025-02-10
54813,408,2025-11-16
54814,883,2025-12-29
54815,111,2025-12-31
54816,108,2025-05-02
54817,994,2025-04-07
54818,575,2025-05-08
54819,451,2025-10-26
54820,156,2025-04-02
54821,289,2025-07-19
54822,687,2025-08-24
54823,822,2025-05-12
54824,917,2025-06-22
54825,408,2025-08-31
54826,455,2025-10-16
54827,164,2025-03-11
54828,84,2025-07-07
54829,438,2025-02-26
54830,580,2025-01-06
54831,105,2025-08-24
54832,409,2025-06-26
54833,642,2025-04-05
54834,811,2025-01-21
54835,939,2025-12-12
54836,341,2025-10-29
54837,392,2025-12-08
54838,875,2025-02-11
54839,694,2025-01-06
54840,274,2025-03-21
54841,686,2025-02-06
54842,158,2025-06-17
54843,450,2025-08-24
54844,307,2025-03-13
54845,993,2025-05-25
54846,35,2025-07-16
54847,857,2025-04-26
54848,282,2025-06-18
54849,37,2025-08-04
54850,661,2025-12-14
54851,679,2025-04-24
54852,143,2025-02-02
54853,39,2025-11-14
54854,112,2025-07-30
54855,409,2025-06-22
54856,133,2025-09-20
54857,704,2025-12-25
54858,78,2025-02-16
54859,789,2025-11-11
54860,875,2025-08-21
54861,717,2025-08-02
54862,945,2025-11-12
54863,940,2025-04-22
54864,47,2025-10-15
54865,342,2025-07-28
54866,761,2025-12-08
54867,340,2025-06-20
54868,738,2025-09-21
54869,775,2025-07-01
54870,997,2025-05-24
54871,330,2025-05-18
54872,348,2025-12-02
54873,25,2025-11-02
54874,286,2025-03-24
54875,281,2025-11-12
54876,454,2025-08-02
54877,422,2025-02-08
54878,857,2025-10-07
54879,774,2025-03-01
54880,729,2025-11-15
54881,6,2025-06-15
54882,472,2025-12-01
54883,730,2025-06-26
54884,245,2025-02-01
54885,425,2025-10-07
54886,728,2025-09-23
54887,795,2025-04-21
54888,855,2025-03-16
54889,430,2025-11-12
54890,400,2025-10-12
54891,383,2025-04-19
54892,669,2025-09-13
54893,420,2025-03-29
54894,401,2025-03-08
54895,169,2025-08-31
54896,479,2025-10-31
54897,238,2025-12-02
54898,525,2025-06-18
54899,889,2025-02-22
54900,776,2025-07-18
54901,479,2025-09-06
54902,978,2025-12-21
54903,981,2025-02-10
54904,445,2025-08-28
54905,764,2025-07-06
54906,343,2025-08-03
54907,879,2025-02-03
54908,374,2025-01-07
54909,259,2025-08-10
54910,134,2025-03-14
54911,843,2025-08-13
54912,297,2025-01-10
54913,814,2025-10-20
54914,87,2025-05-02
54915,501,2025-06-14
54916,428,2025-05-06
54917,439,2025-06-02
54918,168,2025-07-13
54919,74,2025-08-24
54920,347,2025-09-09
54921,471,2025-12-28
54922,794,2025-03-07
54923,463,2025-11-15
54924,246,2025-08-08
54925,263,2025-04-23
54926,612,2025-12-01
54927,436,2025-09-16
54928,902,2025-03-09
54929,440,2025-03-05
54930,567,2025-08-29
54931,64,2025-09-24
54932,194,2025-01-17
54933,851,2025-08-18
54934,345,2025-07-13
54935,422,2025-12-20
54936,591,2025-09-28
54937,58,2025-11-28
54938,507,2025-01-13
54939,347,2025-10-06
54940,149,2025-05-02
54941,419,2025-07-21
54942,447,2025-11-17
54943,187,2025-11-14
54944,544,2025-03-24
54945,747,2025-03-29
54946,268,2025-09-21
54947,967,2025-11-17
54948,613,2025-08-12
54949,774,2025-01-20
54950,71,2025-03-01
54951,768,2025-10-01
54952,337,2025-09-28
54953,711,2025-11-24
54954,805,2025-07-14
54955,251,2025-06-06
54956,260,2025-02-10
54957,60,2025-10-13
54958,606,2025-12-13
54959,775,2025-01-17
54960,411,2025-06-29
54961,161,2025-05-10
54962,317,2025-09-29
54963,403,2025-10-06
54964,917,2025-03-21
54965,125,2025-12-14
54966,344,2025-02-20
54967,639,2025-10-13
54968,237,2025-09-28
54969,885,2025-03-01
54970,910,2025-09-03
54971,381,2025-04-09
54972,746,2025-04-11
54973,756,2025-02-01
54974,682,2025-09-30
54975,187,2025-10-22
54976,50,2025-07-04
54977,348,2025-10-11
54978,132,2025-05-08
54979,293,2025-07-26
54980,639,2025-10-15
54981,589,2025-06-07
54982,210,2025-08-14
54983,18,2025-02-22
54984,226,2025-07-05
54985,455,2025-11-07
54986,780,2025-10-10
54987,366,2025-04-20
54988,286,2025-07-18
54989,552,2025-08-15
54990,72,2025-12-09
54991,226,2025-10-30
54992,37,2025-10-26
54993,526,2025-10-02
54994,444,2025-05-11
54995,583,2025-05-18
54996,618,2025-06-19
54997,396,2025-06-05
54998,869,2025-12-16
54999,919,2025-11-16
55000,111,2025-11-23
55001,921,2025-08-10
55002,197,2025-03-11
55003,249,2025-02-22
55004,530,2025-04-11
55005,30,2025-08-26
55006,365,2025-05-14
55007,195,2025-08-28
55008,483,2025-11-18
55009,815,2025-05-03
55010,925,2025-12-05
55011,213,2025-07-06
55012,545,2025-10-20
55013,475,2025-01-22
55014,416,2025-04-11
55015,633,2025-12-06
55016,990,2025-11-20
55017,406,2025-07-28
55018,66,2025-01-13
55019,916,2025-01-22
55020,933,2025-06-04
55021,323,2025-11-24
55022,502,2025-05-18
55023,863,2025-11-19
55024,504,2025-07-15
55025,482,2025-02-19
55026,922,2025-07-24
55027,829,2025-05-13
55028,508,2025-03-24
55029,162,2025-09-04
55030,439,2025-03-16
55031,677,2025-11-27
55032,273,2025-10-21
55033,538,2025-10-13
55034,659,2025-01-28
55035,86,2025-12-17
55036,570,2025-06-30
55037,738,2025-09-25
55038,215,2025-03-11
55039,549,2025-10-08
55040,710,2025-04-27
55041,45,2025-09-16
55042,645,2025-04-12
55043,260,2025-12-07
55044,398,2025-09-16
55045,649,2025-06-15
55046,5,2025-06-16
55047,17,2025-01-01
55048,447,2025-04-20
55049,950,2025-10-16
55050,7,2025-10-31
55051,789,2025-12-31
55052,75,2025-02-01
55053,489,2025-04-02
55054,431,2025-10-07
55055,469,2025-05-12
55056,82,2025-04-01
55057,754,2025-04-13
55058,276,2025-12-02
55059,772,2025-11-10
55060,656,2025-01-03
55061,552,2025-11-03
55062,309,2025-07-23
55063,653,2025-11-05
55064,998,2025-08-16
55065,924,2025-09-09
55066,917,2025-07-30
55067,220,2025-09-26
55068,586,2025-10-25
55069,398,2025-07-05
55070,967,2025-02-10
55071,951,2025-02-03
55072,869,2025-06-01
55073,163,2025-06-22
55074,319,2025-11-12
55075,712,2025-01-13
55076,750,2025-11-21
55077,351,2025-01-21
55078,137,2025-07-01
55079,137,2025-06-04
55080,685,2025-07-23
55081,455,2025-01-16
55082,492,2025-10-06
55083,816,2025-02-19
55084,17,2025-10-12
55085,755,2025-07-26
55086,275,2025-11-21
55087,932,2025-12-24
55088,956,2025-11-05
55089,503,2025-06-15
55090,316,2025-06-01
55091,234,2025-08-30
55092,182,2025-08-26
55093,1000,2025-10-16
55094,188,2025-06-26
55095,447,2025-06-18
55096,480,2025-02-13
55097,680,2025-03-03
55098,843,2025-10-27
55099,558,2025-12-28
55100,759,2025-08-08
55101,567,2025-05-06
55102,437,2025-01-22
55103,158,2025-01-16
55104,209,2025-09-05
55105,433,2025-08-23
55106,47,2025-04-14
55107,317,2025-03-10
55108,463,2025-01-26
55109,473,2025-09-07
55110,815,2025-08-10
55111,968,2025-05-02
55112,730,2025-09-25
55113,80,2025-11-05
55114,409,2025-07-08
55115,730,2025-04-06
55116,595,2025-01-03
55117,458,2025-10-18
55118,437,2025-07-30
55119,406,2025-05-07
55120,580,2025-01-03
55121,179,2025-10-25
55122,518,2025-12-05
55123,206,2025-06-25
55124,681,2025-04-08
55125,865,2025-08-15
55126,508,2025-11-14
55127,388,2025-08-03
55128,941,2025-01-05
55129,660,2025-03-13
55130,429,2025-02-05
55131,29,2025-05-31
55132,16,2025-06-14
55133,222,2025-07-15
55134,237,2025-10-04
55135,722,2025-02-11
55136,501,2025-12-11
55137,1000,2025-04-07
55138,541,2025-07-10
55139,904,2025-03-18
55140,553,2025-05-10
55141,359,2025-10-31
55142,715,2025-01-17
55143,450,2025-06-26
55144,275,2025-08-02
55145,474,2025-07-28
55146,665,2025-05-19
55147,376,2025-05-18
55148,705,2025-11-28
55149,981,2025-03-29
55150,412,2025-06-25
55151,296,2025-05-13
55152,403,2025-10-07
55153,839,2025-10-22
55154,179,2025-11-06
55155,974,2025-02-01
55156,414,2025-02-05
55157,842,2025-05-18
55158,787,2025-06-10
55159,784,2025-01-24
55160,909,2025-11-23
55161,185,2025-11-24
55162,594,2025-06-04
55163,100,2025-10-08
55164,300,2025-07-26
55165,41,2025-08-28
55166,683,2025-11-15
55167,608,2025-02-03
55168,741,2025-03-26
55169,177,2025-06-06
55170,333,2025-11-23
55171,677,2025-08-05
55172,827,2025-05-25
55173,886,2025-01-11
55174,74,2025-08-05
55175,403,2025-04-09
55176,11,2025-04-30
55177,819,2025-12-30
55178,123,2025-07-12
55179,823,2025-02-20
55180,157,2025-01-18
55181,16,2025-05-22
55182,879,2025-01-24
55183,439,2025-06-06
55184,425,2025-06-01
55185,647,2025-11-18
55186,275,2025-05-03
55187,691,2025-04-11
55188,430,2025-08-13
55189,273,2025-08-22
55190,395,2025-01-14
55191,7,2025-01-31
55192,302,2025-03-03
55193,592,2025-10-11
55194,138,2025-03-18
55195,119,2025-12-29
55196,656,2025-06-10
55197,429,2025-12-07
55198,137,2025-04-01
55199,748,2025-06-04
55200,776,2025-02-20
55201,35,2025-11-05
55202,202,2025-08-07
55203,371,2025-01-28
55204,732,2025-09-29
55205,75,2025-11-20
55206,806,2025-09-08
55207,320,2025-10-23
55208,126,2025-04-11
55209,864,2025-06-07
55210,87,2025-11-08
55211,130,2025-08-10
55212,950,2025-08-12
55213,520,2025-10-07
55214,464,2025-08-13
55215,688,2025-02-16
55216,631,2025-03-19
55217,614,2025-10-12
55218,24,2025-03-30
55219,552,2025-08-31
55220,279,2025-06-23
55221,808,2025-08-15
55222,506,2025-03-28
55223,124,2025-04-24
55224,887,2025-09-09
55225,285,2025-03-04
55226,272,2025-04-23
55227,937,2025-12-31
55228,776,2025-02-25
55229,860,2025-07-30
55230,663,2025-02-25
55231,911,2025-09-16
55232,116,2025-02-16
55233,600,2025-07-29
55234,294,2025-06-10
55235,399,2025-09-10
55236,238,2025-01-02
55237,206,2025-07-08
55238,443,2025-07-17
55239,919,2025-03-29
55240,636,2025-04-19
55241,350,2025-09-15
55242,434,2025-07-21
55243,530,2025-07-31
55244,245,2025-12-08
55245,522,2025-05-28
55246,696,2025-11-14
55247,244,2025-12-22
55248,585,2025-07-30
55249,709,2025-03-19
55250,520,2025-06-02
55251,292,2025-01-17
55252,555,2025-09-12
55253,794,2025-04-10
55254,222,2025-12-03
55255,575,2025-08-27
55256,681,2025-06-28
55257,322,2025-03-10
55258,388,2025-02-06
55259,889,2025-09-03
55260,364,2025-10-07
55261,599,2025-04-08
55262,150,2025-01-04
55263,926,2025-04-27
55264,597,2025-10-07
55265,761,2025-07-31
55266,603,2025-01-31
55267,356,2025-02-11
55268,341,2025-02-08
55269,702,2025-10-04
55270,860,2025-10-13
55271,128,2025-05-29
55272,846,2025-09-09
