order_item_id,order_id,product_id,quantity
19544,53231,1020,5
19545,68897,1140,3
19546,68771,1437,5
19547,65937,1455,3
19548,61454,1447,5
19549,59020,1039,5
19550,54964,1237,1
19551,51207,1151,5
19552,69228,1038,2
19553,54168,1206,5
19554,56831,1016,4
19555,58891,1177,4
19556,63528,1290,4
19557,55309,1417,5
19558,54312,1046,3
19559,56584,1219,1
19560,56599,1207,1
19561,51179,1385,4
19562,57825,1128,3
19563,61043,1442,5
19564,58943,1135,5
19565,57032,1254,2
19566,68346,1407,5
19567,55177,1193,3
19568,66864,1378,2
19569,62208,1002,4
19570,63044,1483,4
19571,55536,1365,3
19572,69323,1074,2
19573,59526,1482,2
19574,60140,1429,5
19575,54929,1120,2
19576,59572,1183,2
19577,63611,1469,5
19578,68740,1185,3
19579,67084,1491,4
19580,53132,1137,2
19581,51635,1332,4
19582,69052,1101,4
19583,66398,1319,5
19584,53028,1412,3
19585,67034,1420,2
19586,65235,1207,2
19587,69299,1487,4
19588,53215,1212,4
19589,66557,1312,2
19590,57302,1441,1
19591,61048,1012,4
19592,55173,1350,3
19593,51406,1381,1
19594,63937,1211,5
19595,51489,1150,4
19596,59308,1367,2
19597,53935,1255,3
19598,68394,1061,3
19599,58942,1312,2
19600,53717,1476,1
19601,69109,1185,4
19602,63761,1394,2
19603,53508,1060,5
19604,57093,1027,3
19605,60776,1272,5
19606,65551,1128,5
19607,69962,1239,5
19608,66817,1192,5
19609,50276,1489,5
19610,59524,1180,5
19611,50940,1040,4
19612,56043,1122,1
19613,55399,1435,3
19614,55323,1244,2
19615,54503,1248,1
19616,58002,1413,4
19617,59973,1106,5
19618,69093,1418,1
19619,58410,1148,5
19620,50472,1385,2
19621,61673,1005,1
19622,56012,1197,4
19623,52942,1271,2
19624,63411,1250,3
19625,63717,1462,3
19626,56980,1172,1
19627,54294,1376,4
19628,59801,1448,4
19629,59040,1146,1
19630,69388,1371,1
19631,50668,1177,1
19632,53589,1224,5
19633,65958,1149,4
19634,68967,1168,5
19635,62543,1064,2
19636,56324,1385,4
19637,54176,1080,5
19638,66884,1368,3
19639,62036,1359,4
19640,58162,1440,1
19641,58741,1292,2
19642,52974,1073,1
19643,66526,1145,5
19644,50973,1390,5
19645,69675,1132,4
19646,53353,1405,1
19647,52491,1362,2
19648,51449,1317,5
19649,59803,1048,4
19650,51128,1280,2
19651,55161,1109,3
19652,65980,1497,1
19653,64994,1177,5
19654,56853,1219,3
19655,50690,1438,3
19656,53165,1017,4
19657,60892,1409,1
19658,59333,1142,4
19659,67142,1042,3
19660,59665,1095,1
19661,57786,1278,1
19662,62512,1114,4
19663,66758,1419,1
19664,66345,1037,5
19665,52938,1273,1
19666,58374,1016,2
19667,68367,1232,4
19668,66161,1369,5
19669,65830,1447,3
19670,52306,1425,4
19671,57822,1368,3
19672,66641,1429,5
19673,52613,1255,4
19674,64355,1447,2
19675,60409,1088,5
19676,64572,1231,4
19677,63409,1090,2
19678,51896,1073,1
19679,52579,1119,1
19680,56735,1370,1
19681,68664,1294,4
19682,68738,1282,3
19683,65255,1274,1
19684,54795,1215,5
19685,69033,1317,1
19686,64348,1084,1
19687,55985,1099,3
19688,64224,1152,1
19689,58669,1260,5
19690,59566,1320,2
19691,54803,1306,2
19692,62867,1067,4
19693,55476,1429,4
19694,68463,1365,3
19695,52906,1138,2
19696,55034,1080,3
19697,52505,1140,5
19698,54817,1487,3
19699,63416,1497,2
19700,68915,1211,3
19701,53139,1032,1
19702,54458,1174,1
19703,52669,1245,5
19704,66161,1482,4
19705,60692,1465,3
19706,57276,1349,5
19707,64080,1275,5
19708,51695,1254,1
19709,65561,1291,2
19710,51899,1050,1
19711,61605,1135,3
19712,50627,1289,1
19713,54032,1368,1
19714,62496,1214,2
19715,61465,1481,1
19716,58955,1375,2
19717,62516,1233,4
19718,66734,1490,2
19719,55162,1433,5
19720,69447,1257,2
19721,52890,1018,5
19722,69566,1292,3
19723,68514,1421,5
19724,58560,1449,5
19725,51919,1479,1
19726,58137,1037,5
19727,55544,1426,5
19728,61589,1203,2
19729,54629,1044,3
19730,51353,1217,5
19731,67840,1319,2
19732,67326,1309,3
19733,60040,1038,2
19734,67026,1054,2
19735,69132,1034,1
19736,68403,1039,5
19737,66565,1039,2
19738,50878,1097,5
19739,65098,1072,1
19740,68375,1379,1
19741,53536,1269,2
19742,51327,1284,2
19743,56888,1374,2
19744,66470,1299,2
19745,66406,1082,5
19746,61684,1446,3
19747,69671,1004,2
19748,53272,1153,5
19749,67559,1214,5
19750,67415,1107,1
19751,68969,1213,3
19752,55842,1084,3
19753,62837,1220,3
19754,55517,1057,5
19755,59657,1279,5
19756,69210,1281,4
19757,60295,1486,3
19758,65379,1085,3
19759,59170,1142,3
19760,50010,1312,1
19761,53098,1286,1
19762,63446,1299,3
19763,56116,1422,4
19764,56241,1246,3
19765,51808,1218,5
19766,66421,1172,1
19767,51772,1008,5
19768,60750,1200,5
19769,56237,1176,1
19770,68128,1362,1
19771,63323,1352,3
19772,51367,1136,5
19773,62275,1094,2
19774,53312,1339,4
19775,61190,1334,5
19776,54870,1144,3
19777,64979,1027,5
19778,59464,1244,5
19779,58454,1336,1
19780,67567,1103,4
19781,58843,1251,5
19782,54703,1457,4
19783,60361,1352,3
19784,66198,1427,2
19785,51332,1014,5
19786,55649,1469,3
19787,61634,1477,1
19788,54828,1329,3
19789,65005,1291,3
19790,51136,1086,5
19791,55273,1335,1
19792,61763,1315,1
19793,67097,1408,1
19794,57065,1097,2
19795,55325,1025,3
19796,68549,1235,4
19797,60265,1080,5
19798,54052,1437,1
19799,67490,1079,1
19800,50572,1094,5
19801,64763,1079,5
19802,68118,1440,1
19803,61523,1044,2
19804,68301,1242,2
19805,62455,1461,2
19806,61952,1157,1
19807,52178,1175,1
19808,53569,1338,5
19809,63987,1057,4
19810,63636,1283,5
19811,62239,1357,4
19812,54183,1205,5
19813,51691,1184,3
19814,51706,1077,5
19815,52487,1103,2
19816,54363,1150,4
19817,69421,1465,3
19818,65598,1078,5
19819,53563,1424,4
19820,56143,1165,5
19821,67916,1296,3
19822,58992,1398,2
19823,55517,1249,3
19824,56567,1484,2
19825,57923,1052,2
19826,60859,1323,5
19827,61110,1241,5
19828,60649,1261,5
19829,62518,1207,4
19830,55942,1420,4
19831,59956,1252,2
19832,66589,1420,3
19833,56969,1203,1
19834,69650,1021,3
19835,59974,1266,5
19836,57518,1498,1
19837,64014,1286,5
19838,57828,1473,5
19839,57930,1043,4
19840,57492,1335,1
19841,60905,1105,3
19842,50836,1026,2
19843,57584,1229,2
19844,65364,1326,1
19845,56599,1452,3
19846,60781,1277,2
19847,55977,1470,5
19848,68830,1291,4
19849,54480,1284,1
19850,65545,1101,1
19851,65216,1287,3
19852,58118,1491,2
19853,69678,1267,3
19854,69731,1314,1
19855,50580,1146,5
19856,61373,1456,4
19857,53922,1228,1
19858,69969,1197,1
19859,69285,1285,4
19860,58462,1340,3
19861,56836,1434,3
19862,66376,1275,1
19863,57780,1173,1
19864,64616,1155,2
19865,63260,1105,5
19866,55683,1135,2
19867,57054,1075,5
19868,68655,1388,5
19869,59855,1159,2
19870,58351,1484,5
19871,68015,1253,4
19872,61445,1051,5
19873,61296,1493,4
19874,57776,1336,1
19875,63338,1098,5
19876,50883,1378,5
19877,54342,1025,1
19878,66402,1043,4
19879,55230,1136,5
19880,69685,1349,3
19881,67832,1306,4
19882,57633,1161,3
19883,68352,1478,2
19884,64302,1365,4
19885,66140,1338,5
19886,59402,1020,4
19887,52442,1394,1
19888,60933,1069,2
19889,66371,1310,4
19890,51810,1138,4
19891,50385,1482,2
19892,66418,1485,5
19893,61932,1294,1
19894,60439,1250,4
19895,63506,1340,2
19896,63687,1441,2
19897,58529,1492,2
19898,62214,1464,1
19899,59585,1279,4
19900,54139,1058,1
19901,64837,1119,1
19902,57520,1192,1
19903,67898,1475,1
19904,57944,1172,3
19905,53787,1276,4
19906,66568,1372,5
19907,52770,1404,4
19908,69741,1119,4
19909,62600,1202,3
19910,59634,1445,3
19911,54616,1481,5
19912,54035,1292,1
19913,53885,1395,5
19914,66661,1254,4
19915,54070,1317,1
19916,50714,1493,2
19917,53937,1383,1
19918,62204,1386,1
19919,59543,1410,4
19920,57461,1007,2
19921,69288,1428,4
19922,56870,1305,1
19923,66562,1278,1
19924,52484,1471,2
19925,60867,1352,2
19926,52620,1295,4
19927,51624,1485,5
19928,63599,1285,3
19929,63459,1287,5
19930,61490,1054,5
19931,59023,1005,5
19932,55414,1194,1
19933,65568,1006,3
19934,53788,1284,1
19935,59880,1386,2
19936,68854,1165,1
19937,63366,1024,3
19938,66900,1441,3
19939,54001,1342,2
19940,50513,1042,5
19941,66665,1446,1
19942,61258,1228,5
19943,65589,1281,4
19944,66852,1404,2
19945,57481,1117,3
19946,52213,1098,4
19947,69273,1465,4
19948,56098,1056,1
19949,53208,1253,1
19950,61418,1130,1
19951,50401,1090,1
19952,51196,1450,5
19953,65263,1207,5
19954,51767,1492,2
19955,62012,1384,3
19956,59069,1325,4
19957,52219,1288,5
19958,68860,1074,3
19959,53191,1281,4
19960,63013,1480,1
19961,52618,1021,2
19962,61807,1422,1
19963,53338,1210,5
19964,67769,1221,1
19965,59229,1344,1
19966,50180,1386,1
19967,51020,1086,1
19968,60860,1357,1
19969,60388,1491,1
19970,56614,1117,2
19971,62108,1014,3
19972,65942,1128,3
19973,64548,1132,5
19974,64988,1237,3
19975,68921,1018,5
19976,54130,1288,5
19977,51650,1128,5
19978,52422,1280,4
19979,50704,1156,4
19980,55865,1454,5
19981,52783,1241,5
19982,68425,1493,5
19983,56747,1432,1
19984,54365,1371,5
19985,60508,1151,5
19986,58611,1421,3
19987,50086,1102,2
19988,69194,1404,3
19989,63848,1102,1
19990,66501,1264,4
19991,69138,1043,3
19992,67712,1284,2
19993,54996,1075,1
19994,65267,1426,2
19995,50176,1149,1
19996,57229,1495,5
19997,65065,1116,3
19998,63996,1377,5
19999,65402,1039,2
20000,65143,1281,4
20001,50871,1480,5
20002,61665,1112,4
20003,62347,1039,2
20004,53108,1302,1
20005,54857,1369,5
20006,59749,1136,3
20007,62658,1133,2
20008,67002,1295,1
20009,64528,1277,2
20010,69512,1134,5
20011,54455,1001,2
20012,57850,1195,2
20013,55216,1004,2
20014,67816,1405,1
20015,62232,1169,3
20016,60158,1039,3
20017,61646,1352,3
20018,56537,1366,2
20019,67724,1487,2
20020,62297,1381,3
20021,60208,1227,2
20022,64094,1183,4
20023,65996,1341,1
20024,57908,1092,1
20025,64641,1284,4
20026,65968,1164,2
20027,63314,1470,5
20028,52334,1090,2
20029,53836,1281,3
20030,50624,1142,1
20031,55528,1138,3
20032,53293,1349,3
20033,61336,1353,2
20034,68190,1419,1
20035,51319,1430,1
20036,55691,1443,4
20037,50901,1425,5
20038,51673,1062,5
20039,50997,1401,2
20040,62134,1447,5
20041,68427,1047,3
20042,64495,1407,5
20043,63778,1233,4
20044,53135,1182,1
20045,66736,1215,2
20046,61587,1228,5
20047,69269,1493,1
20048,57812,1438,4
20049,64020,1074,5
20050,59612,1457,1
20051,60307,1230,2
20052,52124,1433,4
20053,59581,1366,1
20054,53342,1354,1
20055,64921,1033,5
20056,64176,1199,3
20057,67358,1447,3
20058,59219,1168,2
20059,66593,1354,4
20060,67805,1180,1
20061,59859,1069,2
20062,68938,1214,5
20063,65471,1343,1
20064,55805,1463,2
20065,59532,1319,3
20066,52020,1233,4
20067,57688,1061,3
20068,57212,1434,1
20069,55954,1483,4
20070,57110,1260,5
20071,51091,1254,2
20072,59069,1409,2
20073,54024,1268,4
20074,54583,1068,5
20075,64601,1342,5
20076,67766,1096,5
20077,53435,1101,1
20078,61225,1123,5
20079,68024,1297,5
20080,62158,1088,2
20081,51572,1163,1
20082,65500,1415,3
20083,51023,1440,1
20084,62340,1158,4
20085,59622,1448,4
20086,60555,1166,4
20087,54454,1379,1
20088,67727,1015,3
20089,52060,1085,3
20090,68752,1159,1
20091,51198,1236,2
20092,56072,1275,3
20093,60546,1482,3
20094,60326,1028,4
20095,55190,1181,3
20096,55764,1205,5
20097,61116,1163,2
20098,50435,1247,4
20099,52966,1110,3
20100,57911,1218,2
20101,50489,1037,5
20102,51731,1078,5
20103,50546,1038,1
20104,66350,1304,1
20105,52254,1088,5
20106,53686,1433,2
20107,65921,1206,2
20108,58653,1128,2
20109,58971,1281,1
20110,63132,1028,3
20111,62478,1265,3
20112,58268,1275,4
20113,67500,1214,5
20114,54557,1375,4
20115,54253,1435,2
20116,60294,1362,1
20117,67427,1414,1
20118,67937,1210,1
20119,64913,1197,2
20120,50070,1026,3
20121,64581,1255,2
20122,53279,1474,1
20123,67415,1443,3
20124,52271,1058,2
20125,52518,1094,4
20126,60308,1448,4
20127,60811,1177,4
20128,56791,1287,5
20129,59671,1300,1
20130,64293,1208,2
20131,63280,1224,3
20132,64246,1422,2
20133,54760,1279,5
20134,61188,1491,5
20135,52547,1021,3
20136,54853,1062,3
20137,69469,1245,3
20138,50856,1337,1
20139,59314,1479,4
20140,59857,1470,3
20141,54641,1471,2
20142,51008,1226,3
20143,52574,1348,5
20144,64613,1138,5
20145,61872,1468,2
20146,61152,1428,5
20147,52956,1379,3
20148,60889,1337,5
20149,53661,1095,1
20150,56246,1351,1
20151,69044,1344,3
20152,58949,1154,1
20153,50584,1496,3
20154,61887,1174,1
20155,53737,1328,5
20156,50101,1488,2
20157,63425,1403,3
20158,62669,1388,2
20159,54338,1348,2
20160,64821,1034,3
20161,53639,1019,2
20162,60037,1364,3
20163,61131,1010,5
20164,52251,1337,5
20165,63920,1373,4
20166,60074,1114,2
20167,58613,1154,4
20168,64750,1424,5
20169,65626,1241,1
20170,59869,1343,1
20171,66305,1165,5
20172,51054,1077,5
20173,62462,1100,1
20174,55569,1116,3
20175,61557,1153,4
20176,62497,1354,2
20177,66327,1219,5
20178,61159,1246,5
20179,50301,1147,1
20180,69564,1300,4
20181,60213,1483,5
20182,52447,1410,2
20183,52575,1473,2
20184,50635,1218,3
20185,54432,1055,2
20186,55348,1130,1
20187,68980,1119,2
20188,66258,1263,5
20189,50075,1061,3
20190,56743,1214,5
20191,56141,1297,1
20192,59001,1208,1
20193,53088,1273,3
20194,55360,1255,3
20195,61409,1065,5
20196,60392,1094,2
20197,66886,1325,4
20198,68504,1227,3
20199,57818,1177,3
20200,66304,1274,3
20201,66744,1235,2
20202,56919,1314,1
20203,58805,1363,4
20204,62548,1052,1
20205,68181,1014,4
20206,65487,1336,2
20207,66939,1444,1
20208,65867,1353,2
20209,53577,1057,4
20210,54279,1436,4
20211,67702,1271,4
20212,58970,1001,2
20213,53852,1472,5
20214,55969,1017,5
20215,59808,1477,3
20216,61115,1378,1
20217,53921,1375,3
20218,55034,1450,2
20219,57730,1319,2
20220,54275,1056,4
20221,69713,1254,2
20222,50406,1080,2
20223,65303,1080,2
20224,55861,1044,5
20225,61082,1245,4
20226,56157,1332,2
20227,68710,1167,2
20228,69455,1355,5
20229,57195,1455,3
20230,50572,1158,1
20231,53465,1007,5
20232,64325,1357,3
20233,66580,1302,5
20234,50804,1033,4
20235,50244,1420,3
20236,59827,1307,5
20237,66092,1023,4
20238,65337,1333,1
20239,50438,1289,5
20240,69768,1009,1
20241,55688,1272,5
20242,54583,1251,5
20243,57110,1028,1
20244,65127,1184,1
20245,56371,1353,5
20246,62940,1291,1
20247,54869,1208,3
20248,52357,1298,2
20249,52164,1222,2
20250,58783,1043,2
20251,50064,1027,4
20252,61183,1316,1
20253,65495,1197,5
20254,61263,1380,4
20255,59139,1051,2
20256,53406,1408,3
20257,53239,1359,1
20258,52325,1415,5
20259,51644,1391,1
20260,61260,1027,2
20261,55569,1082,4
20262,63242,1089,3
20263,57088,1057,5
20264,56443,1365,2
20265,59229,1485,4
20266,57259,1412,1
20267,52022,1225,3
20268,50511,1454,4
20269,69599,1369,3
20270,52151,1352,1
20271,55375,1115,1
20272,58115,1401,3
20273,58826,1081,2
20274,64993,1287,3
20275,64181,1155,2
20276,62128,1354,1
20277,56204,1374,2
20278,69060,1291,3
20279,51650,1265,3
20280,56209,1001,4
20281,57531,1418,5
20282,56995,1341,5
20283,61058,1006,3
20284,51024,1265,2
20285,66836,1275,3
20286,53203,1012,4
20287,57359,1214,1
20288,61621,1035,2
20289,67791,1082,3
20290,61154,1422,5
20291,60922,1179,4
20292,54939,1063,2
20293,64350,1246,3
20294,61204,1266,1
20295,50604,1193,2
20296,58392,1056,2
20297,67915,1455,3
20298,67161,1034,5
20299,54269,1186,3
20300,64812,1333,5
20301,56518,1438,4
20302,65226,1350,4
20303,60474,1293,5
20304,56417,1221,5
20305,69197,1409,3
20306,54835,1232,1
20307,56914,1296,5
20308,68664,1215,5
20309,54411,1390,3
20310,53952,1025,1
20311,69215,1109,5
20312,59670,1422,3
20313,66170,1048,3
20314,51778,1304,4
20315,63269,1308,1
20316,52078,1069,2
20317,58193,1130,4
20318,54062,1152,2
20319,58410,1234,5
20320,57836,1269,5
20321,69014,1121,2
20322,63250,1160,5
20323,51380,1321,2
20324,59743,1445,2
20325,65151,1363,4
20326,59852,1455,4
20327,62024,1252,5
20328,60257,1017,4
20329,69369,1183,3
20330,63138,1500,3
20331,61169,1306,4
20332,68847,1138,4
20333,55611,1423,1
20334,65090,1191,1
20335,65599,1151,3
20336,57401,1002,3
20337,69713,1067,3
20338,55907,1218,5
20339,68150,1287,1
20340,50376,1088,1
20341,55895,1219,4
20342,56110,1203,2
20343,56928,1272,4
20344,58730,1451,1
20345,65097,1229,2
20346,58601,1356,3
20347,61964,1304,5
20348,52290,1418,2
20349,50233,1477,2
20350,57887,1398,1
20351,52838,1109,3
20352,52183,1129,3
20353,51710,1122,2
20354,55456,1378,1
20355,53575,1500,2
20356,52897,1029,2
20357,56099,1490,2
20358,55093,1320,4
20359,69344,1231,5
20360,62784,1378,2
20361,63530,1242,3
20362,63726,1178,3
20363,51096,1283,1
20364,59875,1234,1
20365,62148,1279,3
20366,68781,1412,1
20367,58734,1363,5
20368,55477,1388,3
20369,65081,1263,2
20370,53694,1495,3
20371,67679,1368,1
20372,57135,1158,4
20373,51305,1385,1
20374,57048,1182,2
20375,69599,1173,2
20376,58653,1226,3
20377,51159,1347,5
20378,57455,1140,3
20379,64648,1272,5
20380,51086,1417,3
20381,68063,1479,2
20382,65059,1160,5
20383,65035,1271,1
20384,65059,1449,3
20385,53016,1391,5
20386,66033,1331,3
20387,54160,1057,4
20388,53074,1407,1
20389,50824,1323,2
20390,52869,1247,2
20391,52622,1057,2
20392,67684,1351,4
20393,51221,1336,3
20394,62946,1130,5
20395,51073,1164,3
20396,69226,1481,1
20397,61243,1318,3
20398,60294,1264,4
20399,51535,1218,2
20400,67363,1268,3
20401,58502,1410,1
20402,52801,1029,2
20403,64194,1062,1
20404,68881,1105,4
20405,50303,1122,2
20406,54037,1066,3
20407,62778,1213,3
20408,51245,1005,2
20409,65144,1176,5
20410,62204,1014,5
20411,60734,1046,3
20412,56560,1329,5
20413,59512,1216,2
20414,51653,1487,2
20415,64617,1288,2
20416,62283,1194,1
20417,60595,1367,1
20418,65670,1418,4
20419,60186,1100,5
20420,58062,1273,4
20421,66037,1142,1
20422,68698,1497,4
20423,66752,1225,4
20424,60222,1041,5
20425,57369,1420,1
20426,52615,1447,4
20427,58310,1188,1
20428,66633,1229,3
20429,66016,1363,3
20430,52566,1017,2
20431,60898,1442,5
20432,63383,1001,5
20433,63737,1093,2
20434,67508,1158,4
20435,51504,1322,4
20436,59296,1392,1
20437,51908,1089,3
20438,64500,1167,2
20439,60637,1400,4
20440,58651,1167,2
20441,66385,1181,3
20442,66925,1211,4
20443,56331,1311,1
20444,66313,1403,3
20445,69213,1464,1
20446,51039,1420,1
20447,65207,1125,1
20448,52312,1189,1
20449,65635,1318,2
20450,63595,1195,4
20451,66681,1272,4
20452,61483,1172,2
20453,55090,1331,5
20454,63911,1307,4
20455,56607,1051,2
20456,50624,1495,5
20457,52369,1052,4
20458,67408,1201,1
20459,57608,1423,4
20460,52880,1015,1
20461,50717,1144,2
20462,50824,1351,5
20463,65030,1341,3
20464,52611,1445,3
20465,66052,1347,4
20466,61184,1295,2
20467,54273,1094,5
20468,68017,1442,1
20469,59798,1202,5
20470,57886,1089,2
20471,63440,1059,4
20472,63157,1486,5
20473,64851,1055,1
20474,62291,1095,2
20475,69389,1443,3
20476,58320,1340,3
20477,54014,1325,4
20478,52540,1051,5
20479,54935,1164,5
20480,65465,1388,2
20481,67078,1280,5
20482,55835,1028,3
20483,51945,1310,4
20484,64404,1025,4
20485,65718,1010,1
20486,51103,1117,3
20487,52667,1173,3
20488,56706,1277,1
20489,59290,1287,5
20490,52211,1442,4
20491,61845,1177,5
20492,59935,1154,3
20493,65358,1147,1
20494,69059,1226,5
20495,52291,1234,3
20496,59045,1112,5
20497,66482,1367,4
20498,50186,1266,4
20499,67012,1370,3
20500,57933,1013,1
20501,65870,1297,1
20502,62025,1438,4
20503,68747,1385,1
20504,53008,1151,3
20505,67445,1072,5
20506,61327,1462,5
20507,65360,1080,3
20508,65460,1221,4
20509,61587,1381,4
20510,59054,1281,1
20511,66173,1137,5
20512,60120,1421,4
20513,69507,1100,3
20514,63336,1470,1
20515,62747,1058,4
20516,61653,1011,4
20517,54853,1220,5
20518,64975,1209,3
20519,54957,1272,5
20520,62305,1255,2
20521,65920,1142,5
20522,59022,1168,4
20523,69789,1179,3
20524,53274,1494,5
20525,54207,1484,4
20526,56065,1275,2
20527,69402,1129,5
20528,60682,1259,2
20529,55366,1206,1
20530,69313,1008,3
20531,58257,1183,2
20532,55331,1176,4
20533,68164,1285,2
20534,53091,1399,3
20535,69237,1413,4
20536,50912,1499,2
20537,61340,1456,2
20538,61647,1078,1
20539,69002,1203,3
20540,68595,1075,4
20541,66849,1209,1
20542,68318,1395,2
20543,67328,1288,4
20544,60260,1363,4
20545,67365,1443,3
20546,65426,1471,2
20547,57725,1041,5
20548,67608,1153,4
20549,50614,1487,2
20550,52057,1203,1
20551,53294,1385,5
20552,60697,1249,3
20553,51490,1229,5
20554,54499,1148,3
20555,54848,1307,4
20556,54852,1028,1
20557,51106,1482,4
20558,54487,1390,5
20559,55539,1101,2
20560,65173,1304,2
20561,61780,1471,5
20562,56294,1038,3
20563,52822,1094,4
20564,60270,1258,5
20565,56315,1482,3
20566,63943,1037,3
20567,54483,1008,4
20568,69938,1209,4
20569,51903,1355,1
20570,66698,1331,2
20571,63522,1016,4
20572,63463,1220,4
20573,67861,1231,3
20574,59031,1247,2
20575,64320,1004,3
20576,60567,1224,5
20577,63685,1022,2
20578,61058,1231,4
20579,69661,1396,3
20580,56466,1018,3
20581,64626,1461,5
20582,53325,1289,4
20583,50943,1357,2
20584,64067,1241,4
20585,54365,1421,3
20586,50314,1143,5
20587,62750,1078,3
20588,62237,1237,5
20589,62781,1300,3
20590,59081,1422,1
20591,66652,1249,5
20592,50257,1046,4
20593,53177,1429,1
20594,57530,1413,2
20595,69625,1278,3
20596,64412,1028,1
20597,60326,1458,2
20598,68985,1332,2
20599,68409,1455,4
20600,52104,1064,5
20601,60587,1172,1
20602,69027,1116,1
20603,53739,1373,1
20604,53158,1158,2
20605,57021,1443,1
20606,69381,1210,4
20607,54424,1183,5
20608,62710,1308,2
20609,55285,1388,5
20610,64738,1196,3
20611,67808,1001,2
20612,50814,1457,3
20613,57548,1214,5
20614,61578,1056,4
20615,53654,1319,1
20616,62700,1360,4
20617,57291,1183,4
20618,50705,1080,3
20619,62346,1442,1
20620,50763,1432,4
20621,54018,1327,1
20622,53275,1133,3
20623,51020,1269,5
20624,58226,1304,4
20625,67443,1433,4
20626,56111,1449,2
20627,54785,1375,4
20628,66140,1331,5
20629,68728,1122,2
20630,56026,1061,1
20631,50943,1401,5
20632,65211,1052,3
20633,63017,1257,4
20634,69950,1264,3
20635,63305,1103,1
20636,68597,1135,5
20637,53121,1489,5
20638,53298,1372,2
20639,63305,1201,1
20640,64958,1371,3
20641,57753,1018,5
20642,58620,1091,2
20643,57636,1461,5
20644,50959,1399,1
20645,67550,1064,4
20646,68147,1104,4
20647,69049,1228,2
20648,60088,1197,4
20649,53403,1259,4
20650,58083,1418,4
20651,63682,1381,1
20652,53467,1373,1
20653,53095,1040,3
20654,69849,1225,3
20655,50701,1375,2
20656,61965,1351,1
20657,52991,1351,2
20658,50439,1399,5
20659,62694,1153,4
20660,53680,1411,5
20661,64529,1397,3
20662,66492,1108,4
20663,60141,1091,5
20664,53339,1164,4
20665,69034,1484,5
20666,57446,1283,2
20667,65284,1467,2
20668,53858,1191,3
20669,53233,1331,1
20670,63487,1495,4
20671,54159,1172,2
20672,60657,1367,2
20673,61922,1212,1
20674,52445,1452,1
20675,56667,1382,5
20676,53866,1367,4
20677,50018,1104,2
20678,68983,1479,5
20679,50486,1156,5
20680,66589,1202,4
20681,58162,1221,1
20682,55540,1353,3
20683,60473,1392,2
20684,68320,1465,3
20685,63067,1073,2
20686,51612,1421,3
20687,65263,1058,1
20688,65269,1269,3
20689,69376,1452,4
20690,54041,1382,5
20691,66778,1484,1
20692,57402,1020,3
20693,57119,1268,5
20694,62664,1037,1
20695,60694,1356,1
20696,54594,1092,3
20697,54319,1097,1
20698,63005,1145,3
20699,69376,1434,4
20700,54591,1167,2
20701,60709,1434,1
20702,56137,1300,4
20703,54994,1077,4
20704,65905,1118,4
20705,64481,1371,3
20706,59589,1423,5
20707,59758,1105,2
20708,58509,1244,2
20709,69935,1226,4
20710,68921,1233,1
20711,51495,1166,4
20712,66321,1438,2
20713,56710,1436,1
20714,63061,1186,2
20715,68838,1233,3
20716,58431,1450,2
20717,59224,1411,5
20718,62524,1256,4
20719,56236,1304,3
20720,55274,1417,5
20721,62098,1244,4
20722,54154,1432,3
20723,63290,1336,3
20724,54991,1194,5
20725,51857,1002,1
20726,52023,1402,5
20727,55188,1271,4
20728,52044,1293,2
20729,56180,1096,1
20730,58360,1432,3
20731,54917,1392,5
20732,60684,1038,3
20733,57658,1434,2
20734,51601,1211,3
20735,56695,1374,1
20736,50242,1484,1
20737,64629,1470,4
20738,58858,1434,1
20739,61979,1072,4
20740,52849,1281,1
20741,58584,1109,5
20742,66184,1406,4
20743,54001,1357,3
20744,69681,1180,1
20745,58413,1069,1
20746,52729,1446,1
20747,53610,1256,1
20748,59241,1354,2
20749,69043,1342,2
20750,59437,1323,1
20751,53476,1105,2
20752,57761,1081,5
20753,67174,1201,1
20754,69687,1471,4
20755,62312,1406,1
20756,67319,1456,5
20757,66217,1182,1
20758,58486,1181,5
20759,67772,1346,1
20760,51506,1023,4
20761,66080,1477,5
20762,61626,1407,4
20763,61786,1382,4
20764,68704,1386,1
20765,55340,1398,4
20766,53955,1266,2
20767,63201,1158,4
20768,64833,1492,5
20769,50097,1085,2
20770,59998,1462,1
20771,57550,1371,2
20772,66391,1412,5
20773,67160,1223,2
20774,52778,1369,2
20775,61611,1347,2
20776,64444,1423,2
20777,55213,1153,1
20778,68675,1371,5
20779,67844,1105,4
20780,53444,1489,2
20781,50306,1251,2
20782,61561,1453,5
20783,67659,1058,3
20784,63652,1177,1
20785,65190,1283,3
20786,64399,1488,4
20787,52928,1123,5
20788,51346,1230,1
20789,51259,1075,3
20790,69675,1392,4
20791,69025,1241,5
20792,66678,1116,2
20793,51341,1295,3
20794,67774,1350,3
20795,69476,1398,4
20796,65695,1168,4
20797,58413,1143,3
20798,51861,1344,4
20799,57071,1288,3
20800,54082,1107,4
20801,63001,1291,4
20802,67656,1300,2
20803,59921,1084,1
20804,50964,1496,2
20805,57801,1010,1
20806,65995,1328,2
20807,62804,1304,1
20808,50816,1159,4
20809,57002,1270,2
20810,57038,1145,1
20811,50688,1474,1
20812,56994,1222,5
20813,66493,1300,1
20814,52602,1173,4
